N/A,N/A,0.01,N/A,N/A,N/A,N/A,-0.03,N/A,0.02,1,-0.01,0.02,-0.00,0.06,0.00,0.06,N/A,0.26,N/A,-0.01,N/A,0.10,N/A,N/A,0.01,0.07,N/A,0.07,-0.01,N/A,0.03,-0.00,-0.01,N/A,0.10,-0.05,N/A,0.01,0.04,N/A,-0.01,0.01,N/A,-0.10,0.04,-0.03,-0.02,N/A,N/A,N/A,0.06,N/A,0.57,N/A,-0.02,0.08,0.03,-0.03,N/A,0.03,0.02
N/A,N/A,0.00,N/A,N/A,N/A,N/A,-0.01,N/A,-0.01,-0.01,1,0.06,0.03,-0.07,0.25,0.00,N/A,0.03,N/A,0.06,N/A,-0.00,N/A,N/A,0.00,0.09,N/A,0.03,0.02,N/A,-0.02,0.02,0.07,N/A,0.03,-0.00,N/A,0.03,-0.05,N/A,-0.06,0.01,N/A,0.10,0.02,0.05,0.01,N/A,N/A,N/A,0.02,N/A,-0.05,N/A,0.00,0.11,-0.03,0.28,N/A,0.01,-0.07
N/A,N/A,0.02,N/A,N/A,N/A,N/A,-0.04,N/A,0.05,0.02,0.06,1,0.16,-0.01,0.07,0.11,N/A,0.02,N/A,0.07,N/A,-0.03,N/A,N/A,0.00,0.14,N/A,-0.04,0.03,N/A,-0.05,0.00,0.05,N/A,0.23,-0.01,N/A,0.12,0.09,N/A,0.17,0.04,N/A,-0.01,0.08,0.16,0.04,N/A,N/A,N/A,0.03,N/A,-0.01,N/A,0.00,0.11,-0.03,-0.04,N/A,0.05,0.12
N/A,N/A,0.00,N/A,N/A,N/A,N/A,0.04,N/A,0.11,-0.00,0.03,0.16,1,0.06,0.17,-0.04,N/A,0.08,N/A,0.00,N/A,0.02,N/A,N/A,-0.02,0.06,N/A,-0.04,-0.02,N/A,0.05,0.03,0.04,N/A,0.15,-0.08,N/A,0.06,0.02,N/A,-0.04,-0.07,N/A,0.07,0.00,0.89,0.48,N/A,N/A,N/A,-0.04,N/A,0.07,N/A,0.02,0.04,0.07,0.09,N/A,0.25,0.13
N/A,N/A,-0.03,N/A,N/A,N/A,N/A,-0.05,N/A,0.02,0.06,-0.07,-0.01,0.06,1,-0.02,0.02,N/A,0.04,N/A,0.08,N/A,0.11,N/A,N/A,-0.07,0.01,N/A,-0.05,0.02,N/A,0.05,-0.02,0.01,N/A,0.07,0.10,N/A,-0.08,0.02,N/A,-0.02,-0.03,N/A,0.03,-0.01,0.04,-0.02,N/A,N/A,N/A,-0.04,N/A,0.13,N/A,-0.05,-0.03,-0.07,-0.01,N/A,-0.04,0.06
N/A,N/A,0.05,N/A,N/A,N/A,N/A,-0.00,N/A,0.04,0.00,0.25,0.07,0.17,-0.02,1,-0.05,N/A,0.02,N/A,-0.01,N/A,0.09,N/A,N/A,0.17,0.07,N/A,0.02,-0.01,N/A,0.04,0.04,0.09,N/A,0.09,-0.03,N/A,0.04,-0.03,N/A,-0.07,-0.08,N/A,-0.00,-0.01,0.17,0.07,N/A,N/A,N/A,0.04,N/A,0.05,N/A,0.02,0.10,-0.02,0.28,N/A,0.01,0.20
N/A,N/A,0.09,N/A,N/A,N/A,N/A,0.07,N/A,-0.03,0.06,0.00,0.11,-0.04,0.02,-0.05,1,N/A,0.21,N/A,0.09,N/A,0.24,N/A,N/A,0.10,-0.00,N/A,-0.05,0.02,N/A,-0.01,0.03,0.10,N/A,0.14,0.01,N/A,0.02,-0.01,N/A,0.06,0.05,N/A,-0.05,-0.05,-0.05,0.04,N/A,N/A,N/A,0.03,N/A,0.04,N/A,0.04,0.00,-0.03,0.10,N/A,0.01,0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,0.05,N/A,N/A,N/A,N/A,0.00,N/A,0.02,0.26,0.03,0.02,0.08,0.04,0.02,0.21,N/A,1,N/A,0.00,N/A,0.22,N/A,N/A,0.07,0.07,N/A,-0.02,-0.00,N/A,0.07,0.03,0.10,N/A,0.21,-0.08,N/A,0.06,0.09,N/A,0.01,0.04,N/A,0.02,0.02,0.06,0.04,N/A,N/A,N/A,0.06,N/A,0.19,N/A,-0.01,0.03,-0.01,0.03,N/A,0.13,0.03
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,0.01,N/A,N/A,N/A,N/A,0.02,N/A,0.11,-0.01,0.06,0.07,0.00,0.08,-0.01,0.09,N/A,0.00,N/A,1,N/A,0.13,N/A,N/A,-0.08,0.13,N/A,0.04,0.00,N/A,0.02,-0.01,0.02,N/A,0.19,0.03,N/A,0.01,0.08,N/A,0.12,0.01,N/A,0.08,0.04,0.03,0.02,N/A,N/A,N/A,0.03,N/A,-0.01,N/A,-0.03,-0.03,-0.07,0.02,N/A,0.02,0.02
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,0.04,N/A,N/A,N/A,N/A,0.02,N/A,0.01,0.10,-0.00,-0.03,0.02,0.11,0.09,0.24,N/A,0.22,N/A,0.13,N/A,1,N/A,N/A,0.05,0.06,N/A,0.03,-0.00,N/A,0.07,-0.02,-0.01,N/A,0.10,0.06,N/A,-0.01,-0.03,N/A,-0.03,-0.04,N/A,0.03,0.02,0.07,0.03,N/A,N/A,N/A,0.11,N/A,0.04,N/A,-0.01,-0.10,0.02,-0.01,N/A,-0.01,0.04
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,0.04,N/A,N/A,N/A,N/A,0.01,N/A,0.06,0.01,0.00,0.00,-0.02,-0.07,0.17,0.10,N/A,0.07,N/A,-0.08,N/A,0.05,N/A,N/A,1,0.06,N/A,0.06,0.01,N/A,0.06,0.06,0.12,N/A,0.06,-0.03,N/A,-0.01,-0.12,N/A,-0.01,0.03,N/A,-0.07,0.03,-0.05,0.00,N/A,N/A,N/A,-0.00,N/A,0.03,N/A,0.01,0.00,-0.06,-0.00,N/A,-0.02,0.01
N/A,N/A,0.10,N/A,N/A,N/A,N/A,0.06,N/A,0.07,0.07,0.09,0.14,0.06,0.01,0.07,-0.00,N/A,0.07,N/A,0.13,N/A,0.06,N/A,N/A,0.06,1,N/A,0.03,0.04,N/A,0.06,0.03,0.12,N/A,0.33,0.07,N/A,0.18,-0.00,N/A,0.04,0.09,N/A,0.05,0.79,0.05,0.07,N/A,N/A,N/A,0.06,N/A,0.10,N/A,0.40,0.07,-0.01,0.00,N/A,0.08,0.09
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,0.01,N/A,N/A,N/A,N/A,0.06,N/A,-0.02,0.07,0.03,-0.04,-0.04,-0.05,0.02,-0.05,N/A,-0.02,N/A,0.04,N/A,0.03,N/A,N/A,0.06,0.03,N/A,1,-0.03,N/A,-0.05,0.01,0.10,N/A,0.07,-0.11,N/A,0.09,0.02,N/A,-0.06,-0.09,N/A,0.13,0.00,-0.03,0.03,N/A,N/A,N/A,0.02,N/A,0.03,N/A,-0.02,-0.10,0.08,0.07,N/A,-0.03,-0.05
N/A,N/A,0.14,N/A,N/A,N/A,N/A,0.03,N/A,0.08,-0.01,0.02,0.03,-0.02,0.02,-0.01,0.02,N/A,-0.00,N/A,0.00,N/A,-0.00,N/A,N/A,0.01,0.04,N/A,-0.03,1,N/A,0.23,0.21,0.01,N/A,0.19,0.60,N/A,0.06,0.02,N/A,0.02,0.01,N/A,0.01,-0.03,-0.00,0.02,N/A,N/A,N/A,0.05,N/A,-0.00,N/A,-0.03,0.18,-0.03,0.10,N/A,0.31,-0.02
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,0.06,N/A,N/A,N/A,N/A,0.04,N/A,-0.00,0.03,-0.02,-0.05,0.05,0.05,0.04,-0.01,N/A,0.07,N/A,0.02,N/A,0.07,N/A,N/A,0.06,0.06,N/A,-0.05,0.23,N/A,1,-0.02,-0.00,N/A,0.09,0.15,N/A,0.05,0.12,N/A,0.16,-0.04,N/A,0.00,0.06,0.06,0.05,N/A,N/A,N/A,-0.05,N/A,0.03,N/A,0.01,0.14,-0.04,-0.08,N/A,0.20,-0.07
N/A,N/A,0.37,N/A,N/A,N/A,N/A,0.06,N/A,0.05,-0.00,0.02,0.00,0.03,-0.02,0.04,0.03,N/A,0.03,N/A,-0.01,N/A,-0.02,N/A,N/A,0.06,0.03,N/A,0.01,0.21,N/A,-0.02,1,0.01,N/A,0.17,0.12,N/A,-0.01,0.07,N/A,-0.07,-0.02,N/A,0.01,-0.04,0.02,0.06,N/A,N/A,N/A,-0.01,N/A,0.02,N/A,0.01,0.02,0.01,0.01,N/A,0.04,0.15
N/A,N/A,-0.02,N/A,N/A,N/A,N/A,-0.06,N/A,0.01,-0.01,0.07,0.05,0.04,0.01,0.09,0.10,N/A,0.10,N/A,0.02,N/A,-0.01,N/A,N/A,0.12,0.12,N/A,0.10,0.01,N/A,-0.00,0.01,1,N/A,0.10,0.00,N/A,0.06,-0.09,N/A,0.07,0.12,N/A,0.11,0.02,0.04,-0.04,N/A,N/A,N/A,0.01,N/A,-0.03,N/A,0.02,0.19,0.04,0.02,N/A,0.07,-0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,0.18,N/A,N/A,N/A,N/A,0.03,N/A,0.23,0.10,0.03,0.23,0.15,0.07,0.09,0.14,N/A,0.21,N/A,0.19,N/A,0.10,N/A,N/A,0.06,0.33,N/A,0.07,0.19,N/A,0.09,0.17,0.10,N/A,1,0.05,N/A,0.30,0.05,N/A,0.07,0.18,N/A,0.07,0.07,0.08,0.09,N/A,N/A,N/A,0.08,N/A,0.05,N/A,-0.01,0.09,0.10,0.05,N/A,0.26,0.17
N/A,N/A,0.14,N/A,N/A,N/A,N/A,0.07,N/A,0.00,-0.05,-0.00,-0.01,-0.08,0.10,-0.03,0.01,N/A,-0.08,N/A,0.03,N/A,0.06,N/A,N/A,-0.03,0.07,N/A,-0.11,0.60,N/A,0.15,0.12,0.00,N/A,0.05,1,N/A,0.02,-0.03,N/A,-0.01,0.01,N/A,0.04,0.03,-0.06,0.03,N/A,N/A,N/A,0.04,N/A,-0.05,N/A,-0.05,0.14,0.01,0.01,N/A,0.12,-0.02
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,0.09,N/A,N/A,N/A,N/A,0.12,N/A,0.09,0.01,0.03,0.12,0.06,-0.08,0.04,0.02,N/A,0.06,N/A,0.01,N/A,-0.01,N/A,N/A,-0.01,0.18,N/A,0.09,0.06,N/A,0.05,-0.01,0.06,N/A,0.30,0.02,N/A,1,0.04,N/A,-0.05,0.16,N/A,0.05,0.14,0.03,0.13,N/A,N/A,N/A,0.06,N/A,-0.00,N/A,-0.02,0.04,0.04,0.16,N/A,0.43,0.11
N/A,N/A,0.19,N/A,N/A,N/A,N/A,0.04,N/A,0.01,0.04,-0.05,0.09,0.02,0.02,-0.03,-0.01,N/A,0.09,N/A,0.08,N/A,-0.03,N/A,N/A,-0.12,-0.00,N/A,0.02,0.02,N/A,0.12,0.07,-0.09,N/A,0.05,-0.03,N/A,0.04,1,N/A,0.14,0.05,N/A,-0.08,-0.01,0.01,0.05,N/A,N/A,N/A,0.03,N/A,0.03,N/A,-0.11,0.03,-0.03,0.02,N/A,0.00,0.07
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,-0.05,N/A,N/A,N/A,N/A,0.03,N/A,-0.02,-0.01,-0.06,0.17,-0.04,-0.02,-0.07,0.06,N/A,0.01,N/A,0.12,N/A,-0.03,N/A,N/A,-0.01,0.04,N/A,-0.06,0.02,N/A,0.16,-0.07,0.07,N/A,0.07,-0.01,N/A,-0.05,0.14,N/A,1,0.05,N/A,0.06,0.05,-0.07,0.01,N/A,N/A,N/A,0.02,N/A,0.03,N/A,-0.00,0.24,-0.06,-0.10,N/A,0.04,-0.01
N/A,N/A,0.03,N/A,N/A,N/A,N/A,0.06,N/A,0.02,0.01,0.01,0.04,-0.07,-0.03,-0.08,0.05,N/A,0.04,N/A,0.01,N/A,-0.04,N/A,N/A,0.03,0.09,N/A,-0.09,0.01,N/A,-0.04,-0.02,0.12,N/A,0.18,0.01,N/A,0.16,0.05,N/A,0.05,1,N/A,-0.03,0.04,-0.07,0.02,N/A,N/A,N/A,-0.05,N/A,-0.02,N/A,0.03,0.04,0.02,-0.00,N/A,0.09,-0.05
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,0.01,N/A,N/A,N/A,N/A,0.02,N/A,-0.00,-0.10,0.10,-0.01,0.07,0.03,-0.00,-0.05,N/A,0.02,N/A,0.08,N/A,0.03,N/A,N/A,-0.07,0.05,N/A,0.13,0.01,N/A,0.00,0.01,0.11,N/A,0.07,0.04,N/A,0.05,-0.08,N/A,0.06,-0.03,N/A,1,-0.03,0.08,0.05,N/A,N/A,N/A,0.06,N/A,-0.05,N/A,0.00,0.02,0.01,0.04,N/A,-0.05,-0.05
N/A,N/A,0.04,N/A,N/A,N/A,N/A,0.04,N/A,0.02,0.04,0.02,0.08,0.00,-0.01,-0.01,-0.05,N/A,0.02,N/A,0.04,N/A,0.02,N/A,N/A,0.03,0.79,N/A,0.00,-0.03,N/A,0.06,-0.04,0.02,N/A,0.07,0.03,N/A,0.14,-0.01,N/A,0.05,0.04,N/A,-0.03,1,0.00,0.03,N/A,N/A,N/A,-0.02,N/A,0.06,N/A,0.38,0.06,-0.01,-0.03,N/A,-0.01,0.13
N/A,N/A,0.01,N/A,N/A,N/A,N/A,0.04,N/A,0.12,-0.03,0.05,0.16,0.89,0.04,0.17,-0.05,N/A,0.06,N/A,0.03,N/A,0.07,N/A,N/A,-0.05,0.05,N/A,-0.03,-0.00,N/A,0.06,0.02,0.04,N/A,0.08,-0.06,N/A,0.03,0.01,N/A,-0.07,-0.07,N/A,0.08,0.00,1,0.42,N/A,N/A,N/A,-0.01,N/A,0.03,N/A,-0.00,0.00,0.09,0.06,N/A,0.25,0.15
N/A,N/A,0.03,N/A,N/A,N/A,N/A,0.90,N/A,0.04,-0.02,0.01,0.04,0.48,-0.02,0.07,0.04,N/A,0.04,N/A,0.02,N/A,0.03,N/A,N/A,0.00,0.07,N/A,0.03,0.02,N/A,0.05,0.06,-0.04,N/A,0.09,0.03,N/A,0.13,0.05,N/A,0.01,0.02,N/A,0.05,0.03,0.42,1,N/A,N/A,N/A,0.04,N/A,0.04,N/A,0.16,-0.08,0.02,0.03,N/A,0.18,0.10
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,0.07,N/A,N/A,N/A,N/A,0.06,N/A,-0.02,0.06,0.02,0.03,-0.04,-0.04,0.04,0.03,N/A,0.06,N/A,0.03,N/A,0.11,N/A,N/A,-0.00,0.06,N/A,0.02,0.05,N/A,-0.05,-0.01,0.01,N/A,0.08,0.04,N/A,0.06,0.03,N/A,0.02,-0.05,N/A,0.06,-0.02,-0.01,0.04,N/A,N/A,N/A,1,N/A,0.02,N/A,0.00,0.02,-0.05,-0.01,N/A,0.05,0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,0.00,N/A,N/A,N/A,N/A,0.01,N/A,0.04,0.57,-0.05,-0.01,0.07,0.13,0.05,0.04,N/A,0.19,N/A,-0.01,N/A,0.04,N/A,N/A,0.03,0.10,N/A,0.03,-0.00,N/A,0.03,0.02,-0.03,N/A,0.05,-0.05,N/A,-0.00,0.03,N/A,0.03,-0.02,N/A,-0.05,0.06,0.03,0.04,N/A,N/A,N/A,0.02,N/A,1,N/A,0.05,0.08,-0.03,-0.04,N/A,0.05,0.31
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
