0.10,0.12,-0.01,0.09,0.06,0.24,0.16,N/A,0.22,N/A,N/A,0.00,-0.03,0.02,0.27,N/A,0.02,0.05,-0.03,N/A,N/A,0.05,N/A,0.24,0.15,0.08,-0.06,N/A,-0.07,0.13,N/A,0.07,0.07,1,N/A,0.06,0.11,N/A,N/A,N/A,-0.04,N/A,-0.03,-0.03,-0.01,0.08,N/A,N/A,0.08,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.12,0.16,0.30,0.24,0.04,0.15,0.15,N/A,0.12,N/A,N/A,-0.01,0.05,0.04,0.18,N/A,0.20,-0.01,0.07,N/A,N/A,0.08,N/A,0.14,0.17,-0.04,0.06,N/A,0.37,0.14,N/A,0.17,-0.02,0.06,N/A,1,-0.03,N/A,N/A,N/A,-0.01,N/A,0.03,0.11,0.30,0.07,N/A,N/A,0.12,N/A,N/A
0.06,0.03,0.02,0.03,0.07,0.08,0.10,N/A,0.75,N/A,N/A,0.02,0.01,0.10,0.08,N/A,0.02,-0.02,0.03,N/A,N/A,0.02,N/A,0.08,0.16,0.05,-0.04,N/A,0.01,0.08,N/A,-0.01,0.20,0.11,N/A,-0.03,1,N/A,N/A,N/A,-0.04,N/A,0.03,-0.01,0.03,0.09,N/A,N/A,0.08,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.04,0.06,0.05,0.06,0.06,0.09,0.10,N/A,0.04,N/A,N/A,0.05,0.09,0.11,0.11,N/A,0.07,-0.01,0.09,N/A,N/A,0.05,N/A,0.10,-0.01,0.02,0.08,N/A,0.02,0.01,N/A,-0.05,0.15,-0.04,N/A,-0.01,-0.04,N/A,N/A,N/A,1,N/A,0.01,0.03,0.04,0.08,N/A,N/A,0.04,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.18,0.15,0.04,0.01,0.04,0.12,0.17,N/A,0.16,N/A,N/A,0.24,0.13,0.05,0.09,N/A,0.02,0.19,0.14,N/A,N/A,0.12,N/A,0.13,0.12,0.01,0.05,N/A,0.02,0.29,N/A,0.10,0.39,-0.03,N/A,0.03,0.03,N/A,N/A,N/A,0.01,N/A,1,0.18,0.05,0.13,N/A,N/A,0.17,N/A,N/A
0.17,0.12,0.06,0.04,0.02,0.06,0.14,N/A,0.09,N/A,N/A,0.10,-0.02,0.04,0.08,N/A,0.03,0.03,0.09,N/A,N/A,0.06,N/A,0.06,0.03,-0.04,0.12,N/A,0.10,0.10,N/A,0.00,0.13,-0.03,N/A,0.11,-0.01,N/A,N/A,N/A,0.03,N/A,0.18,1,0.05,0.06,N/A,N/A,0.11,N/A,N/A
0.17,0.19,0.99,0.19,0.06,0.16,0.17,N/A,0.17,N/A,N/A,0.11,0.07,0.08,0.14,N/A,0.18,-0.04,0.08,N/A,N/A,0.05,N/A,0.16,0.11,0.04,-0.01,N/A,0.25,0.10,N/A,0.11,-0.04,-0.01,N/A,0.30,0.03,N/A,N/A,N/A,0.04,N/A,0.05,0.05,1,0.09,N/A,N/A,0.07,N/A,N/A
0.36,0.35,0.08,0.22,0.14,0.37,0.42,N/A,0.43,N/A,N/A,0.11,0.11,0.18,0.36,N/A,0.18,0.08,0.08,N/A,N/A,0.24,N/A,0.38,0.36,0.11,0.07,N/A,0.03,0.30,N/A,0.21,0.11,0.08,N/A,0.07,0.09,N/A,N/A,N/A,0.08,N/A,0.13,0.06,0.09,1,N/A,N/A,0.31,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.83,0.74,0.08,0.09,0.11,0.29,0.34,N/A,0.39,N/A,N/A,0.12,0.12,0.12,0.33,N/A,0.08,0.03,0.17,N/A,N/A,0.20,N/A,0.29,0.37,0.18,0.02,N/A,0.10,0.29,N/A,0.15,0.12,0.08,N/A,0.12,0.08,N/A,N/A,N/A,0.04,N/A,0.17,0.11,0.07,0.31,N/A,N/A,1,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
